account,date,trades_count,gross_pnl,avg_pnl,sentiment
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,18,-195.841458,-10.880080999999999,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,71,933.170538,13.143247014084507,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,102,846.655814,8.300547196078432,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,182,2440.916534,13.411629307692307,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,33,376.017126,11.394458363636364,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,14,7.052034,0.5037167142857143,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,9,-1.2672399999999993,-0.14080444444444437,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,36,202.313183,5.6198106388888895,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,7,-6.342484000000001,-0.9060691428571429,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,3,-31.277088,-10.425696,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,12,-2.8135689999999993,-0.23446408333333327,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,20,-147.78931200000002,-7.389465600000001,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,6,39.1247,6.520783333333333,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,11,-1184.046158,-107.64055981818183,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,2,0.0,0.0,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,25,-216.431703,-8.65726812,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,3,87.95347999999998,29.31782666666666,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,3,69.285,23.095,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,3,0.0,0.0,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,16,798.187528,49.8867205,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,57,73.451675,1.2886258771929824,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,34,874.3810560000001,25.717089882352944,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,32,444.266681,13.88333378125,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,2,0.0,0.0,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,26,490.32631200000003,18.85870430769231,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,7,263.769257,37.68132242857143,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,11,17.022667,1.5475151818181816,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,29,169.67583499999998,5.850890862068964,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,2,64.128219,32.0641095,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,21,12.652267000000005,0.602488904761905,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,12,-2.1503300000000003,-0.17919416666666668,25.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,14,-282.266207,-20.16187192857143,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,45,511.720343,11.371563177777778,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,24,350.896638,14.62069325,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,7,0.0,0.0,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,18,147.607393,8.200410722222223,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,13,361.183441,27.783341615384618,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,9,146.420556,16.26895066666667,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,7,30.495403,4.356486142857142,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,38,8.594753,0.2261777105263158,50.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-02,3,32.72269,10.907563333333334,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-03,21,423.18325600000003,20.15158361904762,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-04,25,-132.88134,-5.3152536,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-01,84,559.643925,6.6624276785714285,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-02,63,922.6724320000001,14.64559415873016,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-03,12,102.92652,8.57721,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-04,15,-1400.5515480000001,-93.3701032,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-01,40,289.257865,7.231446624999999,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-02,17,126.11297599999999,7.418410352941176,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-03,62,781.670551,12.607589532258066,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-04,48,-5651.552238,-117.740671625,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-01,187,1377.989592,7.3689282994652405,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-02,22,78.902492,3.586476909090909,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-03,31,119.3611,3.850358064516129,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-04,42,-6745.027414,-160.5958908095238,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-01,95,279.587921,2.943030747368421,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-02,29,378.027954,13.035446689655172,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-03,8,0.0,0.0,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-04,56,-3911.273892,-69.84417664285715,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-01,97,-271.259943,-2.796494257731959,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-02,6,4.42722,0.73787,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-03,16,0.0,0.0,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-04,21,258.032458,12.287259904761905,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-01,39,71.39075800000003,1.8305322564102573,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-02,17,314.918282,18.524604823529412,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-03,32,266.837111,8.33865971875,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-04,28,608.246567,21.72309167857143,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-01,44,103.67729899999999,2.3563022499999997,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-02,5,117.09923500000001,23.419847,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-03,7,78.714444,11.24492057142857,75.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-04,41,3105.920269,75.75415290243903,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,1,0.0,0.0,100.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,89,7440.638159,83.60267594382023,100.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,238,53635.529649,225.35936827310923,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,18,357.346725,19.852595833333332,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,38,2227.18659,58.61017342105263,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,23,0.0,0.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,4,13963.52,3490.88,100.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,30,1519.769822,50.658994066666665,100.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,43,-2427.873799,-56.46218137209302,100.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-04,16,444.205198,27.762824875,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,13,0.0,0.0,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,41,856.4737299999999,20.889603170731707,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,215,11271.895074,52.42741894883721,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,50,22137.551238,442.75102476,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,12,503.31943,41.943285833333334,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,89,22299.186495,250.55265724719104,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,19,0.0,0.0,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,60,0.0,0.0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,15,0.0,0.0,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,195,4839.59228,24.818421948717948,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,17,0.0,0.0,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,53,4350.379248,82.08262732075472,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,76,2897.148962,38.12038107894737,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,185,48946.705539,264.57678669729734,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,50,30531.101000000002,610.62202,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,140,9261.449882,66.15321344285715,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,23,314.6728,13.681426086956522,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,21,5362.529222,255.3585343809524,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,47,4750.8109939999995,101.0810849787234,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,155,0.0,0.0,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,51,0.0,0.0,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,76,21531.8321,283.3135802631579,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,51,0.0,0.0,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,1,3088.0,3088.0,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,6,-110.0,-18.333333333333332,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,23,-681.29819,-29.62166043478261,25.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,6,132.0,22.0,50.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,121,2875.230157,23.762232702479338,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,23,459.24741,19.967278695652173,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,3,0.0,0.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,41,47.876234000000004,1.167713024390244,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,5,510.0,102.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-05-04,102,31134.240601999998,305.2376529607843,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-03,15,5109.859504,340.65730026666665,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-04,103,0.0,0.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-07-03,57,0.0,0.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-07-04,189,13642.628143,72.18321768783069,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-08-01,139,0.0,0.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-08-04,3,221.0,73.66666666666667,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-09-01,96,35352.95374,368.25993479166664,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-09-04,290,107892.62706,372.0435415862069,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-10-01,27,2812.7685,104.17661111111111,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-10-03,114,0.08712,0.0007642105263157895,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-10-04,222,84856.33534,382.2357447747748,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-11-03,84,0.0,0.0,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-11-04,74,122461.112004,1654.879891945946,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-12-01,390,927.412681,2.377981233333333,75.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-12-04,68,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-04,29,0.840939,0.028997896551724137,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-05,14,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-07,13,1202.488212,92.49909323076923,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-08,13,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-10,4,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-11,9,1040.5747959999999,115.61942177777776,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-12,27,337.835516,12.512426518518518,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-04,37,883.760812,23.88542735135135,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-08,36,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-09,2,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-10,4,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-11,2,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-12,17,754.7378,44.396341176470585,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-05,23,5319.861625,231.2983315217391,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-07,10,1118.387284,111.8387284,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-08,13,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-10,4,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-11,4,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-12,9,1467.1002210000001,163.0111356666667,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,7,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,1,65.480454,65.480454,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,8,338.42832,42.30354,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,6,228.57984,38.09664,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,14,429.683075,30.691648214285713,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,12,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,4,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,1,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,7,1302.916428,186.13091828571427,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,7,20.599193,2.942741857142857,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,27,189.192,7.0071111111111115,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,3,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,15,883.097404,58.873160266666666,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,13,912.786145,70.21431884615384,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,32,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,6,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,14,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,72,-108604.496278,-1508.395781638889,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,1,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,26,2259.351364,86.89812938461539,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,13,291.35271,22.411746923076922,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,18,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,64,-36565.98544,-571.3435225,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,3,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,35,1946.4454620000001,55.61272748571429,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,2,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,9,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,54,759.2148159999999,14.059533629629628,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,20,279.185907,13.95929535,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,6,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,27,4281.488139,158.57363477777778,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,8,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,31,526.9338359999999,16.99786567741935,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,24,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,10,4444.4983010000005,444.44983010000004,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,4,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,20,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,17,-4779.219012,-281.130530117647,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,36,5767.161892,160.19894144444444,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,10,678.4759280000001,67.8475928,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,19,1435.68724,75.56248631578947,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,25,2136.853859,85.47415436,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,23,1150.5233050000002,50.02275239130436,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,36,948.970582,26.360293944444447,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,24,214.5898,8.941241666666667,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,25,3522.3946610000003,140.89578644000002,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,8,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,7,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,53,6017.309216,113.5341361509434,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,6,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-04,16,236.33513399999998,14.770945874999999,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-05,9,968.59038,107.62115333333333,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,4,0.0,0.0,100.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,22,130.487079,5.9312308636363635,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,12,2821.24842,235.10403499999998,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-12,59,7206.315268,122.14093674576272,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,16,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,38,2084.433906,54.85352384210527,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,14,1268.7590360000002,90.62564542857145,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,7,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,17,2053.973644,120.82197905882354,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,4,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,11,773.5582039999999,70.32347309090909,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,3,0.0,0.0,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,21,0.0,0.0,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,31,4197.732182,135.4107155483871,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,12,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,17,1842.738325,108.39637205882353,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,3,0.0,0.0,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,23,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,10,656.21704,65.621704,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-06,52,7329.223137999999,140.94659880769228,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,21,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,2,628.96246,314.48123,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,4,2342.996384,585.749096,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,13,2678.839374,206.06456723076923,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,7,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,21,0.0,0.0,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,22,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,9,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,53,2569.979964,48.490188,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,16,2120.091364,132.50571025,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,9,129.66130099999998,14.40681122222222,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,3,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,21,2273.29301,108.2520480952381,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,2,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,21,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,65,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,10,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,52,6400.623656,123.08891646153846,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,3,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,6,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,3,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,28,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,10,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-06,7,0.0,0.0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-10,35,5396.546638,154.1870468,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,24,646.3734049999999,26.932225208333332,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,7,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-13,5,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-14,9,2168.9015130000003,240.98905700000003,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-16,2,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-18,14,307.201888,21.942992,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-20,8,192.602844,24.0753555,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-23,10,1005.30527,100.53052699999999,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-24,2,0.0,0.0,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-25,4,0.0,0.0,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-26,5,231.236918,46.2473836,75.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-27,7,0.0,0.0,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-28,7,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-30,3,0.0,0.0,25.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,3,0.0,0.0,25.0
